Season,Name,Team,PA,HR,RBI,AVG,SLG,NameASCII,PlayerId,MLBAMID
2015,"Didi Gregorius","NYY",578,9,56,0.264761904,0.369523809,"Didi Gregorius",6012,544369
2022,"Reese McGuire","- - -",274,3,22,0.269076305,0.369477911,"Reese McGuire",15674,624512
2017,"José Iglesias","DET",489,6,54,0.254859611,0.369330453,"Jose Iglesias",10231,578428
2018,"Steven Souza Jr.","ARI",272,5,29,0.219917012,0.369294605,"Steven Souza Jr.",5667,519306
2022,"Ben Gamel","PIT",423,9,46,0.231805929,0.369272237,"Ben Gamel",12160,592325
2023,"Christian Arroyo","BOS",206,3,24,0.241025641,0.369230769,"Christian Arroyo",16434,624414
2016,"Greg Garcia","STL",257,3,17,0.275700934,0.369158878,"Greg Garcia",10951,594824
2021,"Óscar Mercado","CLE",238,6,19,0.224299065,0.369158878,"Oscar Mercado",16375,640458
2021,"Jake Fraley","SEA",265,9,36,0.210280373,0.369158878,"Jake Fraley",19260,641584
2022,"Bobby Dalbec","BOS",353,12,39,0.214511041,0.369085173,"Bobby Dalbec",19966,666915
2021,"Jacob Stallings","PIT",427,8,53,0.245989304,0.368983957,"Jacob Stallings",13723,607732
2015,"Chase Headley","NYY",642,11,62,0.258620689,0.368965517,"Chase Headley",4720,452104
2022,"Kevin Kiermaier","TBR",221,7,22,0.228155339,0.368932038,"Kevin Kiermaier",11038,595281
2019,"Ryan O'Hearn","KCR",370,14,38,0.195121951,0.368902439,"Ryan O'Hearn",16442,656811
2021,"Ryan O'Hearn","KCR",254,9,29,0.224576271,0.368644067,"Ryan O'Hearn",16442,656811
2018,"Kole Calhoun","LAA",552,19,57,0.207739307,0.368635437,"Kole Calhoun",11200,594777
2017,"Andrew Knapp","PHI",204,3,13,0.257309941,0.368421052,"Andrew Knapp",14942,595284
2017,"Martín Maldonado","LAA",471,14,38,0.221445221,0.368298368,"Martin Maldonado",6887,455117
2019,"Ian Kinsler","SDP",281,9,22,0.217054263,0.368217054,"Ian Kinsler",6195,435079
2023,"Jurickson Profar","- - -",521,9,46,0.241830065,0.368191721,"Jurickson Profar",10815,595777
2016,"Phil Gosselin","ARI",240,2,13,0.277272727,0.368181818,"Phil Gosselin",10953,594838
2018,"Logan Morrison","MIN",359,15,39,0.185534591,0.367924528,"Logan Morrison",9205,489149
2018,"Brett Gardner","NYY",609,12,45,0.235849056,0.367924528,"Brett Gardner",9927,458731
2023,"Brian Anderson","MIL",361,9,40,0.226415094,0.367924528,"Brian Anderson",18289,605119
2019,"Buster Posey","SFG",445,7,38,0.256790123,0.367901234,"Buster Posey",9166,457763
2016,"Christian Bethancourt","SDP",204,6,25,0.227979274,0.367875647,"Christian Bethancourt",10028,542194
2021,"Tucker Barnhart","CIN",388,7,48,0.247126436,0.367816091,"Tucker Barnhart",10200,571466
2020,"Tommy Edman","STL",227,5,26,0.25,0.367647058,"Tommy Edman",19470,669242
2022,"Elias Díaz","COL",381,9,51,0.227920227,0.367521367,"Elias Diaz",11680,553869
2022,"Pavin Smith","ARI",277,9,33,0.220408163,0.367346938,"Pavin Smith",19892,656976
2016,"Yonder Alonso","OAK",532,7,56,0.253112033,0.367219917,"Yonder Alonso",2530,475174
2023,"Miguel Vargas","LAD",304,7,32,0.1953125,0.3671875,"Miguel Vargas",20178,678246
2022,"Willi Castro","DET",392,8,31,0.24109589,0.367123287,"Willi Castro",17338,650489
2018,"Elvis Andrus","TEX",428,6,33,0.255696202,0.367088607,"Elvis Andrus",8709,462101
2017,"Delino DeShields","TEX",440,6,22,0.268617021,0.367021276,"Delino DeShields",11379,592261
2015,"Anthony Gose","DET",535,5,26,0.253608247,0.367010309,"Anthony Gose",5097,543238
2023,"Mark Vientos","NYM",233,9,22,0.211009174,0.366972477,"Mark Vientos",22184,668901
2017,"Pablo Sandoval","- - -",279,9,32,0.22007722,0.366795366,"Pablo Sandoval",5409,467055
2021,"Jace Peterson","MIL",302,6,31,0.247104247,0.366795366,"Jace Peterson",12325,607054
2023,"Kris Bryant","COL",335,10,31,0.233333333,0.366666666,"Kris Bryant",15429,592178
2017,"Stephen Piscotty","STL",401,9,39,0.234604105,0.366568914,"Stephen Piscotty",13367,572039
2016,"Oswaldo Arcia","- - -",222,8,23,0.202970297,0.366336633,"Oswaldo Arcia",10306,542455
2018,"Luke Maile","TOR",231,3,27,0.247524752,0.366336633,"Luke Maile",13355,571912
2017,"José Bautista","TOR",686,23,65,0.202725724,0.366269165,"Jose Bautista",1887,430832
2023,"Ty France","SEA",665,12,58,0.250425894,0.366269165,"Ty France",17982,664034
2022,"Leody Taveras","TEX",341,5,34,0.261146496,0.366242038,"Leody Taveras",18900,665750
2023,"Dominic Smith","WSN",586,12,46,0.254269449,0.366223908,"Dominic Smith",15653,642086
2020,"Ramón Laureano","OAK",222,6,25,0.213114754,0.366120218,"Ramon Laureano",17128,657656
2016,"Andrelton Simmons","LAA",483,4,44,0.28125,0.366071428,"Andrelton Simmons",10847,592743
2021,"Gleyber Torres","NYY",516,9,51,0.259259259,0.366013071,"Gleyber Torres",16997,650402
2019,"Harrison Bader","STL",406,12,39,0.204610951,0.365994236,"Harrison Bader",18030,664056
2015,"Pablo Sandoval","BOS",505,10,47,0.244680851,0.365957446,"Pablo Sandoval",5409,467055
2015,"Victor Martinez","DET",485,11,64,0.245454545,0.36590909,"Victor Martinez",393,400121
2018,"Matt Duffy","TBR",560,4,44,0.294234592,0.365805168,"Matt Duffy",13836,622110
2016,"Jace Peterson","ATL",408,7,29,0.254285714,0.365714285,"Jace Peterson",12325,607054
2021,"Asdrúbal Cabrera","- - -",352,7,42,0.229773462,0.365695792,"Asdrubal Cabrera",4962,452678
2016,"Howie Kendrick","LAD",543,8,40,0.254620123,0.36550308,"Howie Kendrick",4229,435062
2022,"Ezequiel Duran","TEX",220,5,25,0.235576923,0.365384615,"Ezequiel Duran",23733,677649
2022,"Franmil Reyes","- - -",473,14,47,0.221461187,0.365296803,"Franmil Reyes",14566,614177
2015,"Avisaíl García","CHW",601,13,59,0.256781193,0.365280289,"Avisail Garcia",5760,541645
2016,"Mallex Smith","ATL",215,3,22,0.238095238,0.365079365,"Mallex Smith",13608,605480
2017,"Juan Lagares","NYM",272,3,15,0.25,0.365079365,"Juan Lagares",5384,501571
2015,"Jason Castro","HOU",375,11,31,0.210682492,0.364985163,"Jason Castro",8722,488771
2023,"Mitch Haniger","SFG",229,6,28,0.208530805,0.364928909,"Mitch Haniger",14274,571745
2022,"Yan Gomes","CHC",293,8,31,0.234657039,0.364620938,"Yan Gomes",9627,543228
2018,"Adam Duvall","- - -",427,15,61,0.1953125,0.364583333,"Adam Duvall",10950,594807
2017,"Cameron Maybin","- - -",450,10,35,0.227848101,0.364556962,"Cameron Maybin",5223,457727
2016,"Nolan Reimold","BAL",227,6,15,0.221674876,0.364532019,"Nolan Reimold",3441,460099
2023,"Kevin Newman","CIN",253,3,28,0.253333333,0.364444444,"Kevin Newman",17696,621028
2019,"Andrelton Simmons","LAA",424,7,40,0.263819095,0.364321608,"Andrelton Simmons",10847,592743
2021,"Gavin Lux","LAD",381,7,46,0.241791044,0.364179104,"Gavin Lux",19955,666158
2019,"Luis Rengifo","LAA",406,7,33,0.238095238,0.364145658,"Luis Rengifo",19858,650859
2020,"Josh Bell","PIT",223,8,22,0.225641025,0.364102564,"Josh Bell",13145,605137
2022,"Joey Bart","SFG",291,11,25,0.214559386,0.363984674,"Joey Bart",21524,663698
2023,"Jordan Diaz","OAK",293,10,27,0.220588235,0.363970588,"Jordan Diaz",22650,672478
2015,"Tyler Moore","WSN",200,6,27,0.203208556,0.363636363,"Tyler Moore",7244,489138
2018,"JaCoby Jones","DET",467,11,34,0.207459207,0.363636363,"JaCoby Jones",14818,592444
2020,"Adam Frazier","PIT",230,7,23,0.229665071,0.363636363,"Adam Frazier",15223,624428
2018,"Josh Harrison","PIT",374,8,37,0.25,0.363372093,"Josh Harrison",8202,543281
2015,"Anthony Rendon","WSN",355,5,25,0.263665594,0.363344051,"Anthony Rendon",12861,543685
2021,"Dominic Smith","NYM",493,11,58,0.244394618,0.363228699,"Dominic Smith",15653,642086
2022,"Ryan Jeffers","MIN",236,7,27,0.207547169,0.363207547,"Ryan Jeffers",24618,680777
2022,"Aristides Aquino","CIN",276,10,30,0.196911196,0.362934362,"Aristides Aquino",15482,606157
2019,"Guillermo Heredia","TBR",231,5,20,0.225490196,0.362745098,"Guillermo Heredia",18721,628338
2022,"Jarren Duran","BOS",223,3,17,0.220588235,0.362745098,"Jarren Duran",24617,680776
2018,"David Fletcher","LAA",307,1,25,0.274647887,0.362676056,"David Fletcher",17992,664058
2023,"Ildemaro Vargas","WSN",286,4,31,0.251908396,0.362595419,"Ildemaro Vargas",13324,545121
2021,"Nick Solak","TEX",511,11,49,0.242358078,0.362445414,"Nick Solak",19294,669256
2018,"Cory Spangenberg","SDP",329,7,25,0.234899328,0.362416107,"Cory Spangenberg",12294,605486
2023,"Joey Wiemer","MIL",410,13,42,0.204359673,0.36239782,"Joey Wiemer",27690,686894
2021,"Phil Gosselin","LAA",373,7,47,0.260869565,0.36231884,"Phil Gosselin",10953,594838
2018,"César Hernández","PHI",708,15,60,0.252892561,0.361983471,"Cesar Hernandez",10556,514917
2016,"Brett Gardner","NYY",634,7,41,0.261425959,0.361974405,"Brett Gardner",9927,458731
2022,"Victor Reyes","DET",336,3,34,0.253968253,0.361904761,"Victor Reyes",15487,622682
2021,"DJ LeMahieu","NYY",679,10,57,0.2680067,0.361809045,"DJ LeMahieu",9874,518934
2016,"Mark Teixeira","NYY",438,15,44,0.204134366,0.361757105,"Mark Teixeira",1281,407893
2021,"Brett Gardner","NYY",461,10,39,0.222222222,0.361757105,"Brett Gardner",9927,458731
2022,"Riley Greene","DET",418,5,42,0.252659574,0.361702127,"Riley Greene",25976,682985
2015,"Sean Rodríguez","PIT",240,4,17,0.245535714,0.361607142,"Sean Rodriguez",6589,446481
2018,"Zack Cozart","LAA",253,5,18,0.21875,0.361607142,"Zack Cozart",2616,446359
2017,"Carlos Asuaje","SDP",343,4,21,0.270358306,0.361563517,"Carlos Asuaje",15197,641319
2022,"Jeimer Candelario","DET",467,13,50,0.216783216,0.361305361,"Jeimer Candelario",13621,600869
2022,"Jordan Luplow","ARI",234,11,28,0.175609756,0.360975609,"Jordan Luplow",16424,656669
2015,"Will Middlebrooks","SDP",270,9,29,0.211764705,0.360784313,"Will Middlebrooks",7002,519025
2022,"Keibert Ruiz","WSN",433,7,36,0.251269035,0.360406091,"Keibert Ruiz",19610,660688
2020,"Javier Báez","CHC",235,8,24,0.202702702,0.36036036,"Javier Baez",12979,595879
2019,"Danny Jansen","TOR",384,13,43,0.207492795,0.360230547,"Danny Jansen",16535,643376
2022,"Joey Wendle","MIA",371,3,32,0.259365994,0.360230547,"Joey Wendle",13853,621563
2018,"Jorge Bonifacio","KCR",270,4,23,0.224576271,0.360169491,"Jorge Bonifacio",12174,593528
2022,"Luis González","SFG",350,4,36,0.254019292,0.360128617,"Luis Gonzalez",20332,670768
2021,"Jeff McNeil","NYM",426,7,35,0.251295336,0.360103626,"Jeff McNeil",15362,643446
2022,"Yuli Gurriel","HOU",584,8,53,0.242201834,0.359633027,"Yuli Gurriel",19198,493329
2022,"LaMonte Wade Jr.","SFG",251,8,26,0.207373271,0.359447004,"LaMonte Wade Jr.",18126,664774
2023,"Yuli Gurriel","MIA",329,4,27,0.244966442,0.359060402,"Yuli Gurriel",19198,493329
2015,"Rusney Castillo","BOS",289,5,29,0.252747252,0.358974358,"Rusney Castillo",17016,628329
2022,"Connor Joe","COL",467,7,28,0.237623762,0.358910891,"Connor Joe",16572,656582
2023,"Patrick Bailey","SFG",353,7,48,0.233128834,0.358895705,"Patrick Bailey",27478,672275
2019,"Dee Strange-Gordon","SEA",421,3,34,0.27480916,0.358778625,"Dee Strange-Gordon",8203,543829
2018,"Mikie Mahtook","DET",250,9,29,0.201793721,0.358744394,"Mikie Mahtook",13130,543484
2021,"Harold Castro","DET",339,3,37,0.282539682,0.358730158,"Harold Castro",14691,605612
2023,"Geraldo Perdomo","ARI",495,6,47,0.245700245,0.358722358,"Geraldo Perdomo",22799,672695
2015,"Nick Ahmed","ARI",459,9,34,0.225653206,0.358669833,"Nick Ahmed",12147,605113
2015,"Conor Gillaspie","- - -",253,4,24,0.227848101,0.358649789,"Conor Gillaspie",9009,543216
2021,"Niko Goodrum","DET",325,9,33,0.213793103,0.358620689,"Niko Goodrum",12092,592348
2018,"Tyler Flowers","ATL",296,8,30,0.227091633,0.358565737,"Tyler Flowers",9134,452095
2021,"Billy McKinney","- - -",300,9,27,0.19245283,0.358490566,"Billy McKinney",15654,641856
2021,"Jonah Heim","TEX",285,10,32,0.196226415,0.358490566,"Jonah Heim",16930,641680
2022,"Bryson Stott","PHI",466,10,49,0.234192037,0.358313817,"Bryson Stott",26294,681082
2023,"Elvis Andrus","CHW",406,6,44,0.251336898,0.35828877,"Elvis Andrus",8709,462101
2023,"Reese McGuire","BOS",206,1,16,0.267379679,0.35828877,"Reese McGuire",15674,624512
2015,"Juan Lagares","NYM",465,6,41,0.258503401,0.358276643,"Juan Lagares",5384,501571
2016,"Orlando Arcia","MIL",216,4,17,0.218905472,0.358208955,"Orlando Arcia",13185,606115
2015,"Michael A. Taylor","WSN",511,14,63,0.228813559,0.358050847,"Michael A. Taylor",11489,572191
2023,"Emmanuel Rivera","ARI",283,4,29,0.260700389,0.357976653,"Emmanuel Rivera",19890,656896
2022,"Frank Schwindel","CHC",292,8,36,0.228782287,0.357933579,"Frank Schwindel",15351,643524
2015,"Wilson Ramos","WSN",504,15,68,0.229473684,0.357894736,"Wilson Ramos",1433,467092
2015,"Jimmy Rollins","LAD",563,13,41,0.224371373,0.357833655,"Jimmy Rollins",971,276519
2023,"Maikel Garcia","KCR",515,4,50,0.271551724,0.35775862,"Maikel Garcia",22715,672580
2022,"Rafael Ortega","CHC",371,7,35,0.240506329,0.357594936,"Rafael Ortega",10323,542364
2016,"James McCann","DET",373,12,48,0.220930232,0.357558139,"James McCann",12859,543510
2023,"Alejandro Kirk","TOR",422,8,43,0.25,0.357526881,"Alejandro Kirk",22581,672386
2022,"Michael A. Taylor","KCR",456,9,43,0.253623188,0.357487922,"Michael A. Taylor",11489,572191
2021,"Isiah Kiner-Falefa","TEX",677,8,53,0.270866141,0.357480314,"Isiah Kiner-Falefa",16512,643396
2015,"Elvis Andrus","TEX",661,7,62,0.258389261,0.35738255,"Elvis Andrus",8709,462101
2016,"Matt Duffy","- - -",366,5,28,0.258258258,0.357357357,"Matt Duffy",13836,622110
2015,"James Loney","TBR",388,4,32,0.279778393,0.35734072,"James Loney",4556,425766
2017,"Alcides Escobar","KCR",629,6,54,0.250417362,0.357262103,"Alcides Escobar",6310,444876
2017,"Grégor Blanco","ARI",256,3,13,0.245535714,0.357142857,"Gregor Blanco",3123,453923
2022,"Joey Gallo","- - -",410,19,47,0.16,0.357142857,"Joey Gallo",14128,608336
2023,"Enrique Hernández","- - -",508,11,61,0.236559139,0.356989247,"Enrique Hernandez",10472,571771
2018,"Michael A. Taylor","WSN",385,6,28,0.226628895,0.356940509,"Michael A. Taylor",11489,572191
2016,"Miguel Montero","CHC",284,8,33,0.215767634,0.356846473,"Miguel Montero",3364,471083
2022,"Rougned Odor","BAL",472,13,53,0.206572769,0.356807511,"Rougned Odor",12282,596059
2015,"Alexei Ramirez","CHW",622,10,62,0.24871355,0.3567753,"Alexei Ramirez",5133,493351
2020,"Bryan Reynolds","PIT",208,7,19,0.189189189,0.356756756,"Bryan Reynolds",19326,668804
2018,"Isiah Kiner-Falefa","TEX",396,4,34,0.261235955,0.356741573,"Isiah Kiner-Falefa",16512,643396
2015,"Tyler Flowers","CHW",361,9,39,0.238670694,0.356495468,"Tyler Flowers",9134,452095
2023,"Will Brennan","CLE",455,5,41,0.266203703,0.356481481,"Will Brennan",25660,686823
2019,"Curtis Granderson","MIA",363,12,34,0.182965299,0.356466876,"Curtis Granderson",4747,434158
2017,"Ryan Goins","TOR",459,9,62,0.236842105,0.35645933,"Ryan Goins",9807,572365
2023,"Tucupita Marcano","PIT",220,3,18,0.232673267,0.356435643,"Tucupita Marcano",22871,672779
2021,"Marcell Ozuna","ATL",208,7,26,0.212765957,0.356382978,"Marcell Ozuna",10324,542303
2022,"Harrison Bader","- - -",313,5,30,0.25,0.356164383,"Harrison Bader",18030,664056
2021,"Michael A. Taylor","KCR",528,12,54,0.244306418,0.35610766,"Michael A. Taylor",11489,572191
2022,"Sergio Alcántara","- - -",224,6,29,0.219512195,0.35609756,"Sergio Alcantara",16417,642727
2021,"Cavan Biggio","TOR",294,7,27,0.224,0.356,"Cavan Biggio",19252,624415
2021,"Brandon Marsh","LAA",260,2,19,0.254237288,0.355932203,"Brandon Marsh",20202,669016
2023,"Andrew Benintendi","CHW",621,5,45,0.261565836,0.355871886,"Andrew Benintendi",17901,643217
2015,"Ryan Flaherty","BAL",301,9,31,0.202247191,0.355805243,"Ryan Flaherty",7888,475247
2016,"Ezequiel Carrera","TOR",310,6,23,0.248148148,0.355555555,"Ezequiel Carrera",9048,485567
2021,"Yonathan Daza","COL",331,2,30,0.282392026,0.355481727,"Yonathan Daza",15794,602074
2017,"Mallex Smith","TBR",282,2,12,0.26953125,0.35546875,"Mallex Smith",13608,605480
2023,"JJ Bleday","OAK",303,10,27,0.1953125,0.35546875,"JJ Bleday",26368,668709
2021,"Maikel Franco","BAL",403,11,47,0.209549071,0.355437665,"Maikel Franco",12179,596748
2016,"Bobby Wilson","- - -",251,7,33,0.236842105,0.355263157,"Bobby Wilson",6564,435064
2017,"JT Riddle","MIA",247,3,31,0.25,0.355263157,"JT Riddle",17642,595375
2016,"Colby Rasmus","HOU",417,15,54,0.205962059,0.35501355,"Colby Rasmus",9893,458675
2021,"Nick Gordon","MIN",216,4,23,0.24,0.355,"Nick Gordon",16337,624503
2017,"Adrián González","LAD",252,3,30,0.242424242,0.354978354,"Adrian Gonzalez",1908,408236
2019,"Jonathan Lucroy","- - -",328,8,36,0.232081911,0.354948805,"Jonathan Lucroy",7870,518960
2019,"Ryan Cordell","CHW",247,7,24,0.221198156,0.354838709,"Ryan Cordell",15181,641477
2023,"Paul DeJong","- - -",400,14,38,0.206989247,0.354838709,"Paul DeJong",18015,657557
2018,"Erik Kratz","MIL",219,6,23,0.236453201,0.354679802,"Erik Kratz",4403,456124
2016,"Kolten Wong","STL",361,5,23,0.239616613,0.354632587,"Kolten Wong",12532,543939
2018,"Neil Walker","NYY",398,11,46,0.219020172,0.354466858,"Neil Walker",7539,435522
2017,"Sandy León","BOS",301,7,39,0.22509225,0.354243542,"Sandy Leon",5273,506702
2018,"Dustin Fowler","OAK",203,6,23,0.223958333,0.354166666,"Dustin Fowler",17098,641583
2021,"Gregory Polanco","PIT",382,11,36,0.208333333,0.354166666,"Gregory Polanco",12907,570256
2021,"Guillermo Heredia","ATL",347,5,26,0.219672131,0.35409836,"Guillermo Heredia",18721,628338
2020,"Jorge Polanco","MIN",226,4,19,0.258373205,0.354066985,"Jorge Polanco",13152,593871
2021,"Josh VanMeter","ARI",310,6,36,0.211678832,0.354014598,"Josh VanMeter",15170,642165
2017,"Matt Szczur","- - -",237,3,18,0.225641025,0.353846153,"Matt Szczur",11255,519333
2015,"Ryan Goins","TOR",428,5,45,0.25,0.353723404,"Ryan Goins",9807,572365
2019,"Greg Garcia","SDP",372,4,31,0.247588424,0.353697749,"Greg Garcia",10951,594824
2018,"Victor Martinez","DET",508,9,54,0.250535331,0.353319057,"Victor Martinez",393,400121
2019,"Logan Forsythe","TEX",367,7,39,0.227129337,0.353312302,"Logan Forsythe",7185,523253
2023,"Miguel Cabrera","DET",370,4,34,0.257485029,0.353293413,"Miguel Cabrera",1744,408234
2015,"Alex Rios","KCR",411,4,32,0.254545454,0.353246753,"Alex Rios",2090,425567
2015,"Shane Peterson","MIL",226,2,16,0.258706467,0.35323383,"Shane Peterson",7423,451089
2016,"Brett Eibner","- - -",208,6,22,0.192513368,0.352941176,"Brett Eibner",11369,518649
2017,"Adam Rosales","- - -",312,7,36,0.224913494,0.352941176,"Adam Rosales",9682,489267
2019,"Jake Lamb","ARI",226,6,30,0.192513368,0.352941176,"Jake Lamb",13329,571875
2023,"Nick Pratto","KCR",345,7,35,0.232026143,0.352941176,"Nick Pratto",22117,668472
2015,"Clint Barmes","SDP",224,3,16,0.231884057,0.352657004,"Clint Barmes",1830,425549
2018,"Matt Joyce","OAK",246,7,15,0.207729468,0.352657004,"Matt Joyce",3353,459964
2022,"Yoán Moncada","CHW",433,12,51,0.211586901,0.352644836,"Yoan Moncada",17232,660162
2023,"Gabriel Arias","CLE",345,10,26,0.209523809,0.352380952,"Gabriel Arias",22563,672356
2023,"Corey Julks","HOU",323,6,33,0.244966442,0.352348993,"Corey Julks",20311,667452
2021,"Ha-Seong Kim","SDP",298,8,34,0.202247191,0.352059925,"Ha-Seong Kim",27506,673490
2023,"Nick Madrigal","CHC",294,2,28,0.262962962,0.351851851,"Nick Madrigal",20521,663611
2023,"Trent Grisham","SDP",555,13,50,0.198294243,0.351812366,"Trent Grisham",18564,663757
2022,"Martín Maldonado","HOU",379,15,45,0.186046511,0.351744186,"Martin Maldonado",6887,455117
2021,"Christian Vázquez","BOS",498,6,49,0.257641921,0.351528384,"Christian Vazquez",9774,543877
2022,"Owen Miller","CLE",472,6,51,0.242924528,0.351415094,"Owen Miller",24655,680911
2023,"Zach McKinstry","DET",518,9,35,0.230603448,0.351293103,"Zach McKinstry",19392,656716
2018,"Martín Maldonado","- - -",404,9,44,0.225201072,0.351206434,"Martin Maldonado",6887,455117
2016,"Alex Rodriguez","NYY",243,9,31,0.2,0.351111111,"Alex Rodriguez",1274,121347
2023,"Henry Davis","PIT",255,7,24,0.213333333,0.351111111,"Henry Davis",29617,680779
2021,"Willi Castro","DET",450,9,38,0.220338983,0.351089588,"Willi Castro",17338,650489
2021,"Andrés Giménez","CLE",210,5,16,0.218085106,0.351063829,"Andres Gimenez",19950,665926
2016,"Martín Maldonado","MIL",253,8,21,0.201923076,0.350961538,"Martin Maldonado",6887,455117
2023,"Sal Frelick","MIL",223,3,24,0.246073298,0.35078534,"Sal Frelick",29622,686217
2022,"Matt Vierling","PHI",357,6,32,0.246153846,0.35076923,"Matt Vierling",21558,663837
2021,"Joshua Fuentes","COL",284,7,33,0.22509225,0.350553505,"Joshua Fuentes",16885,658069
2018,"Wilmer Difo","WSN",456,7,42,0.230392156,0.350490196,"Wilmer Difo",14320,594694
2015,"Ike Davis","OAK",239,3,20,0.228971962,0.350467289,"Ike Davis",8433,477195
2015,"Yadier Molina","STL",530,4,61,0.270491803,0.350409836,"Yadier Molina",7007,425877
2022,"Brandon Belt","SFG",298,8,23,0.212598425,0.3503937,"Brandon Belt",10264,474832
2016,"Cody Asche","PHI",218,4,18,0.213197969,0.350253807,"Cody Asche",11997,605125
2015,"Travis Snider","- - -",265,4,28,0.23206751,0.35021097,"Travis Snider",2830,501983
2019,"Orlando Arcia","MIL",546,15,59,0.222672064,0.350202429,"Orlando Arcia",13185,606115
2022,"Cavan Biggio","TOR",303,6,24,0.20233463,0.350194552,"Cavan Biggio",19252,624415
2021,"Tom Murphy","SEA",325,11,34,0.202166064,0.350180505,"Tom Murphy",13499,608596
2021,"Jarred Kelenic","SEA",377,14,43,0.181008902,0.350148367,"Jarred Kelenic",22558,672284
2016,"Alcides Escobar","KCR",682,7,55,0.260596546,0.350078492,"Alcides Escobar",6310,444876
2015,"Rubén Tejada","NYM",407,3,28,0.261111111,0.35,"Ruben Tejada",5519,514913
2016,"Desmond Jennings","TBR",225,7,20,0.2,0.35,"Desmond Jennings",1965,457775
2019,"Brandon Crawford","SFG",560,11,59,0.228,0.35,"Brandon Crawford",5343,543063
2021,"Curt Casali","SFG",231,5,26,0.21,0.35,"Curt Casali",12510,592200
2021,"Trevor Larnach","MIN",301,7,28,0.223076923,0.35,"Trevor Larnach",21501,663616
2017,"Jarrod Dyson","SEA",390,5,30,0.251445086,0.349710982,"Jarrod Dyson",4866,502481
2015,"Will Venable","- - -",390,6,33,0.243553008,0.3495702,"Will Venable",211,461416
2020,"Carlos Santana","CLE",255,8,30,0.199029126,0.349514563,"Carlos Santana",2396,467793
2021,"James McCann","NYM",412,10,46,0.232,0.349333333,"James McCann",12859,543510
2015,"Domonic Brown","PHI",204,5,25,0.227513227,0.349206349,"Domonic Brown",3154,502126
2022,"Cal Mitchell","PIT",232,5,17,0.226415094,0.349056603,"Cal Mitchell",22169,668751
2018,"Dee Strange-Gordon","SEA",588,4,36,0.267985611,0.348920863,"Dee Strange-Gordon",8203,543829
2022,"Albert Almora Jr.","CIN",235,5,29,0.223255813,0.348837209,"Albert Almora Jr.",14109,546991
2017,"Erick Aybar","SDP",370,7,22,0.234234234,0.348348348,"Erick Aybar",4082,430947
2016,"Carlos Ruiz","- - -",233,3,15,0.263681592,0.348258706,"Carlos Ruiz",2579,434563
2017,"Rajai Davis","- - -",366,5,20,0.235119047,0.348214285,"Rajai Davis",3708,434658
2015,"César Hernández","PHI",452,1,35,0.271604938,0.348148148,"Cesar Hernandez",10556,514917
2023,"Martín Maldonado","HOU",407,15,36,0.190607734,0.348066298,"Martin Maldonado",6887,455117
2016,"Gregorio Petit","LAA",223,2,17,0.245098039,0.348039215,"Gregorio Petit",3812,463610
2023,"Harrison Bader","- - -",344,7,40,0.231974921,0.347962382,"Harrison Bader",18030,664056
2022,"Max Kepler","MIN",446,9,43,0.226804123,0.347938144,"Max Kepler",12144,596146
2018,"Jake Lamb","ARI",238,6,31,0.222222222,0.347826086,"Jake Lamb",13329,571875
2023,"Jake Cave","PHI",203,5,21,0.211956521,0.347826086,"Jake Cave",14477,595909
2019,"Robbie Grossman","OAK",482,6,38,0.24047619,0.347619047,"Robbie Grossman",5254,543257
2021,"Myles Straw","- - -",638,4,48,0.271276595,0.34751773,"Myles Straw",17620,664702
2023,"Andruw Monasterio","MIL",315,3,27,0.258865248,0.34751773,"Andruw Monasterio",19455,655316
2019,"Delino DeShields","TEX",408,4,32,0.249299719,0.347338935,"Delino DeShields",11379,592261
2018,"Jon Jay","- - -",586,3,40,0.267552182,0.347248576,"Jon Jay",5227,445055
2016,"Gordon Beckham","- - -",279,5,31,0.212244897,0.346938775,"Gordon Beckham",9015,493596
2021,"Jason Heyward","CHC",353,8,30,0.213622291,0.346749226,"Jason Heyward",4940,518792
2015,"Jonny Gomes","- - -",262,7,26,0.213333333,0.346666666,"Jonny Gomes",1845,430404
2019,"Greg Allen","CLE",256,4,27,0.229437229,0.346320346,"Greg Allen",16623,656185
2018,"Miguel Rojas","MIA",528,11,53,0.25204918,0.346311475,"Miguel Rojas",7802,500743
2015,"Carlos Pérez","LAA",283,4,21,0.25,0.346153846,"Carlos Perez",10642,542208
2020,"Evan White","SEA",202,8,26,0.175824175,0.346153846,"Evan White",20078,657108
2022,"Brian Anderson","MIA",383,8,28,0.221893491,0.346153846,"Brian Anderson",18289,605119
2017,"Miguel Montero","- - -",213,6,16,0.216216216,0.345945945,"Miguel Montero",3364,471083
2021,"Ronald Torreyes","PHI",344,7,41,0.242138364,0.345911949,"Ronald Torreyes",11400,591720
2019,"Yonder Alonso","- - -",335,10,37,0.198630136,0.34589041,"Yonder Alonso",2530,475174
2018,"Travis Jankowski","SDP",387,4,17,0.259365994,0.345821325,"Travis Jankowski",13768,608671
2019,"José Peraza","CIN",403,6,33,0.239361702,0.34574468,"Jose Peraza",13593,606299
2017,"Alen Hanson","- - -",234,4,11,0.221198156,0.345622119,"Alen Hanson",12926,593700
2016,"Jarrod Saltalamacchia","DET",292,12,38,0.170731707,0.345528455,"Jarrod Saltalamacchia",5557,457454
